<<<<<<< HEAD
HONE_SAMPLE_MEMO|메모|메모아이디|MEMO_ID|VARCHAR|Y|N|N
HONE_SAMPLE_MEMO|메모|메모제목|MEMO_TITLE|VARCHAR|N|N|Y
HONE_SAMPLE_MEMO|메모|메모내용|MEMO_CONTENT|VARCHAR|N|N|Y
HONE_SAMPLE_MEMO|메모|메모등록일|REG_DATE|TIMESTAMP(6)|N|N|Y
HONE_SAMPLE_MEMO|메모|메모등록인|REG_ID|VARCHAR|N|N|Y
TBAA0001|고객마스터|고객번호-조합원고유키|CUST_NO|VARCHAR|Y|N|N
TBAA0001|고객마스터|조합원-사업자명|CUST_NM|VARCHAR|N|N|N
TBAA0001|고객마스터|개별단체구분|INDGRP_GB|VARCHAR|N|N|Y
TBAA0001|고객마스터|개인조합원구분|CUST_GB|VARCHAR|N|N|Y
TBAA0001|고객마스터|지역조합코드|UNION_REGION_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|주민(대포자)번호|JUMIN_NUM|VARCHAR|N|N|Y
TBAA0001|고객마스터|주민(대표자)명|JUMIN_NM|VARCHAR|N|N|Y
TBAA0001|고객마스터|법인등록번호|CO_NO|VARCHAR|N|N|Y
TBAA0001|고객마스터|사업자등록번호|BCO_NO|VARCHAR|N|N|Y
TBAA0001|고객마스터|보유자코드|OWN_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|단체계약할인율_승합(중형)|GRPCONT_DSC_R|NUMBER|N|N|Y
TBAA0001|고객마스터|할인할증등급_승합(중형)|DSC_INC_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|할인할증율_승합(중형)|DSC_INC_R|NUMBER|N|N|Y
TBAA0001|고객마스터|특별할증요율_승합(중형)|SPCIAL_INC_R|NUMBER|N|N|Y
TBAA0001|고객마스터|특별할증코드_승합(중형)|SPCIAL_INC_APPY|VARCHAR|N|N|Y
TBAA0001|고객마스터|지역코드-대분류|AREA_MAJOR_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|지역코드-중분류|AREA_MIDDLE|VARCHAR|N|N|Y
TBAA0001|고객마스터|우편물발송지구분|ZIP_SEND_GB|VARCHAR|N|N|Y
TBAA0001|고객마스터|우편번호 신구구분|ZIP_CD_GB|VARCHAR|N|N|Y
TBAA0001|고객마스터|우편번호|ZIP_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|주소1|ADDR_1|VARCHAR|N|N|Y
TBAA0001|고객마스터|주소2|ADDR_2|VARCHAR|N|N|Y
TBAA0001|고객마스터|연락처구분|TEL_GB|VARCHAR|N|N|Y
TBAA0001|고객마스터|대표전화직역번호|OFF_TEL_DDD|VARCHAR|N|N|Y
TBAA0001|고객마스터|대표전화번호|OFF_TEL|VARCHAR|N|N|Y
TBAA0001|고객마스터|대표전화담당자명|OFF_TEL_NM|VARCHAR|N|N|Y
TBAA0001|고객마스터|직장전화지역번호1|OFF_TEL_DDD1|VARCHAR|N|N|Y
TBAA0001|고객마스터|직장전화번호1|OFF_TEL1|VARCHAR|N|N|Y
TBAA0001|고객마스터|휴대폰 3|OFF_TEL1_NM|VARCHAR|N|N|Y
TBAA0001|고객마스터|직장전화지역번호2|OFF_TEL_DDD2|VARCHAR|N|N|Y
TBAA0001|고객마스터|직장전화번호2|OFF_TEL2|VARCHAR|N|N|Y
TBAA0001|고객마스터|휴대폰 5|OFF_TEL2_NM|VARCHAR|N|N|Y
TBAA0001|고객마스터|연략처핸드폰1|HP_NO1|VARCHAR|N|N|Y
TBAA0001|고객마스터|휴대폰 4|HP_NO1_NM|VARCHAR|N|N|Y
TBAA0001|고객마스터|연략처핸드폰2|HP_NO2|VARCHAR|N|N|Y
TBAA0001|고객마스터|휴대폰 6|HP_NO2_NM|VARCHAR|N|N|Y
TBAA0001|고객마스터|이메일|ISD_E_MAIL|VARCHAR|N|N|Y
TBAA0001|고객마스터|팩스번호|ISD_FAX|VARCHAR|N|N|Y
TBAA0001|고객마스터|출자금총금액|CNTR_TOT_AMT|NUMBER|N|N|Y
TBAA0001|고객마스터|출자차량댓수|CNTR_CAR_CNT|NUMBER|N|N|Y
TBAA0001|고객마스터|보유차량댓수|OWN_CAR_CNT|NUMBER|N|N|Y
TBAA0001|고객마스터|설립년월|COMP_ENT_YM|VARCHAR|N|N|Y
TBAA0001|고객마스터|폐업년월|COMP_SHUT_YM|VARCHAR|N|N|Y
TBAA0001|고객마스터|이전사업자등록번호|BEFORE_BCO_NO|VARCHAR|N|N|Y
TBAA0001|고객마스터|조합가입일자|UNION_REG_DATE|DATE|N|N|Y
TBAA0001|고객마스터|최초등록일자|FIRST_REG_DATE|DATE|N|N|Y
TBAA0001|고객마스터|최종갱신일자|LAST_UPDATE|DATE|N|N|Y
TBAA0001|고객마스터|취급자본부코드|TREATY_HQ_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|취급자관리점코드|TREATY_BRH_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|취급자코드|TREATY_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|Userid|USER_ID|VARCHAR|N|N|Y
TBAA0001|고객마스터|전산처리일자|IT_PROCESSING|VARCHAR|N|N|Y
TBAA0001|고객마스터|고객비밀번호|CUST_PW|VARCHAR|N|N|Y
TBAA0001|고객마스터|장기대여 요율코드_승합(중형)|LONG_SPC_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|단체계약할인율_승용|GRPCONT_DSC_R_1|NUMBER|N|N|Y
TBAA0001|고객마스터|할인할증등급_승용|DSC_INC_CD_1|VARCHAR|N|N|Y
TBAA0001|고객마스터|할인할증율_승용|DSC_INC_R_1|NUMBER|N|N|Y
TBAA0001|고객마스터|특별할증요율_승용|SPCIAL_INC_R_1|NUMBER|N|N|Y
TBAA0001|고객마스터|특별할증코드_승용|SPCIAL_INC_APPY_1|VARCHAR|N|N|Y
TBAA0001|고객마스터|장기대여 요율코드_승용|LONG_SPC_CD_1|VARCHAR|N|N|Y
TBAA0001|고객마스터|단체계약할인율_다인승승용|GRPCONT_DSC_R_2|NUMBER|N|N|Y
TBAA0001|고객마스터|할인할증등급_다인승승용|DSC_INC_CD_2|VARCHAR|N|N|Y
TBAA0001|고객마스터|할인할증율_다인승승용|DSC_INC_R_2|NUMBER|N|N|Y
TBAA0001|고객마스터|특별할증요율_다인승승용|SPCIAL_INC_R_2|NUMBER|N|N|Y
TBAA0001|고객마스터|특별할증코드_다인승승용|SPCIAL_INC_APPY_2|VARCHAR|N|N|Y
TBAA0001|고객마스터|장기대여 요율코드_다인승승용|LONG_SPC_CD_2|VARCHAR|N|N|Y
TBAA0001|고객마스터|일일자차 약정계약 체결여부|AFTER_CAL_YN|VARCHAR|N|N|Y
TBAA0001|고객마스터|일일자차계약할인율(계약자한사람일경우)|CONT_ONE_DEC_R|NUMBER|N|N|Y
TBAA0001|고객마스터|일일자차계약할인율(계약자두사람일경우)|CONT_TWO_DEC_R|NUMBER|N|N|Y
TBAA0001|고객마스터|사용여부|USE_YN|VARCHAR|N|N|Y
TBAA0001|고객마스터|최초계약일|FIRST_CONT_DATE|DATE|N|N|Y
TBAA0001|고객마스터|일일자차_대여자동차복구가입금액코드_승합(중형)(국산)|DAY_REPAIR_DSC_R_CD|VARCHAR|N|N|Y
TBAA0001|고객마스터|일일자차_대여자동차복구가입금액코드_승용(국산)|DAY_REPAIR_DSC_R_1_CD|VARCHAR|N|N|Y
